,month,unique_carrier,origin_airport_id,dest_airport_id,distance,arr_delay,carrier_avg_monthly_payload,carrier_avg_monthly_psngr,carrier_avg_monthly_dep_scheduled,carrier_avg_monthly_r2r,airport_avg_taxi_out,airport_avg_taxi_in
280,4,OO,10372,11292,125,-5.0,580140.0,2227.5,47.5,4180.0,23.0,9.27
281,3,OO,11433,11823,128,-13.0,420000.0,1874.0,31.0,2596.0,18.65,7.0
282,7,OO,11433,13485,311,2.0,453680.0,1592.0,26.0,2116.5,18.65,4.5
283,5,OO,13487,13485,228,-15.0,344240.0,1407.5,31.25,2839.5,17.79,4.5
284,4,WN,11433,10397,594,-15.0,737800.0,2428.0,27.86,1692.0,18.65,9.48
285,6,WN,11433,10397,594,-23.0,173600.0,647.0,18.0,642.0,18.65,9.48
286,1,DL,11433,10397,594,10.0,1636689.0,4818.0,29.8,9688.5,18.65,9.48
287,9,UA,12264,10397,534,-16.0,362407.0,1075.5,13.38,2060.5,19.57,9.48
288,7,UA,12264,10397,534,,96268.0,264.5,18.67,408.0,19.57,9.48
289,4,WN,15304,10397,406,-11.0,737800.0,2428.0,27.86,1692.0,14.0,9.48
290,8,DL,12889,10397,1747,-1.0,1040940.0,3446.0,29.17,4786.5,14.32,9.48
291,9,DL,13244,10397,332,-23.0,1423610.0,4261.0,32.4,3183.0,12.5,9.48
292,5,DL,13244,10397,332,-29.0,2259386.0,6285.0,65.0,9911.0,12.5,9.48
293,3,DL,10721,10397,946,20.0,1451660.0,3795.0,48.0,3661.0,22.71,9.48
294,6,DL,11697,10397,581,35.0,1612228.5,5781.5,56.25,5836.0,18.67,9.48
295,3,WN,11697,10397,581,24.0,325500.0,1160.5,13.42,920.5,18.67,9.48
296,9,WN,11996,10397,153,-16.0,1715400.0,5348.5,47.38,5222.0,18.5,9.48
297,7,B6,13204,10397,404,313.0,681200.0,1649.0,28.0,2672.0,15.69,9.48
298,2,DL,10423,10397,813,-10.0,196360.0,683.0,17.43,899.0,14.78,9.48
299,7,DL,13487,10397,907,0.0,102190.0,257.0,24.18,496.0,17.79,9.48
300,7,DL,13487,10397,907,-9.0,102190.0,257.0,24.18,496.0,17.79,9.48
301,1,DL,11278,10397,547,-12.0,1636689.0,4818.0,29.8,9688.5,23.89,9.48
302,8,WN,14524,10397,481,-22.0,675300.0,2151.0,28.5,2738.5,15.0,9.48
303,7,DL,11618,10397,746,3.0,102190.0,257.0,24.18,496.0,26.0,9.48
304,8,DL,12266,10397,689,2.0,1040940.0,3446.0,29.17,4786.5,18.5,9.48
305,5,WN,11066,10397,447,-13.0,1764600.0,6204.0,49.57,5697.0,12.0,9.48
306,7,DL,11066,10397,447,-11.0,102190.0,257.0,24.18,496.0,12.0,9.48
307,3,WN,12191,10397,696,229.0,325500.0,1160.5,13.42,920.5,8.11,9.48
308,8,DL,12191,10397,696,-16.0,1040940.0,3446.0,29.17,4786.5,8.11,9.48
309,6,WN,15016,10397,484,-5.0,173600.0,647.0,18.0,642.0,15.3,9.48
310,5,DL,14027,10397,545,-14.0,2259386.0,6285.0,65.0,9911.0,11.0,9.48
311,5,DL,13422,10397,302,-18.0,2259386.0,6285.0,65.0,9911.0,13.0,9.48
312,8,DL,12339,10397,432,-19.0,1040940.0,3446.0,29.17,4786.5,26.0,9.48
313,8,DL,11252,10397,366,6.0,1040940.0,3446.0,29.17,4786.5,15.0,9.48
314,8,DL,15096,10397,794,-13.0,1040940.0,3446.0,29.17,4786.5,9.5,9.48
315,1,DL,10868,10397,192,-17.0,1636689.0,4818.0,29.8,9688.5,9.0,9.48
316,6,DL,11433,10529,549,-2.0,1612228.5,5781.5,56.25,5836.0,18.65,4.67
317,1,WN,11697,10529,1173,-8.0,217000.0,595.0,9.9,683.0,18.67,4.67
318,3,NK,11433,15304,983,-6.0,910000.0,3666.0,25.0,4076.0,18.65,5.88
319,1,WN,10397,15304,406,0.0,217000.0,595.0,9.9,683.0,16.59,5.88
320,3,AA,14100,15304,920,-22.0,1501500.0,4827.0,33.8,4081.0,22.22,5.88
321,3,NK,11042,15304,927,-7.0,910000.0,3666.0,25.0,4076.0,13.0,5.88
322,2,UA,12266,15304,787,2.0,222585.5,578.5,9.42,555.0,18.5,5.88
323,7,WN,11066,15304,829,-21.0,1128400.0,3585.0,55.54,4874.0,12.0,5.88
324,3,OO,12892,10372,737,-31.0,420000.0,1874.0,31.0,2596.0,18.64,2.0
325,9,WN,12892,13198,1363,82.0,1715400.0,5348.5,47.38,5222.0,18.64,4.38
326,4,WN,13232,13198,405,-10.0,737800.0,2428.0,27.86,1692.0,10.31,4.38
327,1,WN,15304,13198,1048,1.0,217000.0,595.0,9.9,683.0,14.0,4.38
328,1,AS,14747,13198,1489,3.0,212600.0,817.0,8.0,1361.0,16.46,4.38
329,3,WN,13342,13198,436,-6.0,325500.0,1160.5,13.42,920.5,14.29,4.38
330,1,WN,12892,14831,308,28.0,217000.0,595.0,9.9,683.0,18.64,3.9
331,4,WN,14107,14831,621,-4.0,737800.0,2428.0,27.86,1692.0,13.36,3.9
332,5,AA,14107,14831,621,-15.0,2783300.0,8598.0,73.8,8516.0,13.36,3.9
333,5,DL,13487,14831,1575,-21.0,2259386.0,6285.0,65.0,9911.0,17.79,3.9
334,5,WN,12954,14831,324,-9.0,1764600.0,6204.0,49.57,5697.0,8.0,3.9
335,4,AS,14057,14831,569,-18.0,617150.0,2225.5,22.5,5261.0,12.56,3.9
336,7,WN,10800,14831,296,-11.0,1128400.0,3585.0,55.54,4874.0,12.5,3.9
337,8,WN,12892,12191,1390,18.0,675300.0,2151.0,28.5,2738.5,18.64,6.92
338,7,WN,12953,12191,1428,-23.0,1128400.0,3585.0,55.54,4874.0,27.09,6.92
339,6,WN,10693,12191,670,-5.0,173600.0,647.0,18.0,642.0,15.8,6.92
340,1,WN,15304,12191,781,-10.0,217000.0,595.0,9.9,683.0,14.0,6.92
341,4,WN,12889,12191,1235,9.0,737800.0,2428.0,27.86,1692.0,14.32,6.92
342,4,WN,14107,12191,1020,9.0,737800.0,2428.0,27.86,1692.0,13.36,6.92
343,1,WN,10721,12191,1609,-20.0,217000.0,595.0,9.9,683.0,22.71,6.92
344,6,WN,15016,12191,687,-8.0,173600.0,647.0,18.0,642.0,15.3,6.92
345,7,WN,14057,12191,1843,-9.0,1128400.0,3585.0,55.54,4874.0,12.56,6.92
346,8,WN,12892,14570,391,-15.0,675300.0,2151.0,28.5,2738.5,18.64,6.33
347,5,OO,14831,14570,188,-15.0,344240.0,1407.5,31.25,2839.5,12.62,6.33
348,5,NK,12892,11697,2343,175.0,36400.0,157.0,1.0,163.0,18.64,5.73
349,4,UA,12264,11697,901,-4.0,195180.0,598.0,16.86,860.0,19.57,5.73
350,4,AA,11057,11697,632,59.0,2111000.0,5018.0,40.86,7360.0,24.32,5.73
351,2,WN,11259,11697,1108,1.0,629300.0,2150.0,20.25,2178.5,21.0,5.73
352,5,B6,10423,11697,1105,-8.0,1577900.0,6300.0,35.0,8727.5,14.78,5.73
353,3,B6,12478,11697,1069,46.0,427800.0,1409.5,16.0,2121.0,25.64,5.73
354,3,UA,12266,11697,966,20.0,196866.0,775.0,11.14,946.0,18.5,5.73
355,5,NK,12898,11697,980,-16.0,36400.0,157.0,1.0,163.0,10.0,5.73
356,5,AA,12892,11298,1235,25.0,2783300.0,8598.0,73.8,8516.0,18.64,11.96
357,1,NK,12892,11298,1235,98.0,638000.0,2660.0,22.0,4468.0,18.64,11.96
358,1,AA,12953,11298,1389,12.0,1652900.0,5487.0,58.22,7776.0,27.09,11.96
359,7,AA,12953,11298,1389,-29.0,1332600.0,4859.0,48.64,4470.0,27.09,11.96
360,5,AA,10397,11298,731,-5.0,2783300.0,8598.0,73.8,8516.0,16.59,11.96
361,4,AA,10397,11298,731,115.0,2111000.0,5018.0,40.86,7360.0,16.59,11.96
362,8,NK,12889,11298,1055,-4.0,1817500.0,7353.0,45.5,8359.0,14.32,11.96
363,3,AA,13244,11298,431,0.0,1501500.0,4827.0,33.8,4081.0,12.5,11.96
364,3,AA,13244,11298,431,-20.0,1501500.0,4827.0,33.8,4081.0,12.5,11.96
365,8,AA,14100,11298,1303,0.0,1355450.0,4577.0,28.75,8604.5,22.22,11.96
366,7,AA,13303,11298,1121,12.0,1332600.0,4859.0,48.64,4470.0,25.0,11.96
367,1,AA,10529,11298,1471,35.0,1652900.0,5487.0,58.22,7776.0,16.75,11.96
368,1,AA,12278,11298,328,-15.0,1652900.0,5487.0,58.22,7776.0,20.5,11.96
369,1,AA,13495,11298,447,-11.0,1652900.0,5487.0,58.22,7776.0,14.0,11.96
370,7,AA,13495,11298,447,-17.0,1332600.0,4859.0,48.64,4470.0,14.0,11.96
371,1,AA,10721,11298,1562,-8.0,1652900.0,5487.0,58.22,7776.0,22.71,11.96
372,4,AA,13487,11298,852,12.0,2111000.0,5018.0,40.86,7360.0,17.79,11.96
373,8,AA,11066,11298,926,-21.0,1355450.0,4577.0,28.75,8604.5,12.0,11.96
374,7,AA,14683,11298,247,-12.0,1332600.0,4859.0,48.64,4470.0,14.5,11.96
375,2,AA,14635,11298,1017,1.0,977700.0,2927.0,24.2,5228.0,13.88,11.96
376,7,AA,10800,11298,1231,73.0,1332600.0,4859.0,48.64,4470.0,12.5,11.96
377,5,AA,14122,11298,1067,10.0,2783300.0,8598.0,73.8,8516.0,13.75,11.96
378,4,AA,13851,11298,175,-8.0,2111000.0,5018.0,40.86,7360.0,13.0,11.96
379,9,AA,15624,11298,641,-19.0,870850.0,2750.0,17.5,3927.5,18.0,11.96
380,6,AA,15624,11298,641,-8.0,809050.0,2745.5,20.5,3775.5,18.0,11.96
381,4,DL,12892,14893,373,-18.0,54780.0,122.5,17.25,209.0,18.64,5.11
382,9,OO,14771,14893,86,2.0,372400.0,1386.5,29.88,3909.5,20.26,5.11
383,1,OO,14771,14893,86,120.0,625100.0,1913.5,64.5,4502.5,20.26,5.11
384,1,WN,12889,14893,397,-9.0,217000.0,595.0,9.9,683.0,14.32,5.11
385,6,WN,14679,14893,480,-4.0,173600.0,647.0,18.0,642.0,14.0,5.11
386,6,WN,14679,14893,480,-4.0,173600.0,647.0,18.0,642.0,14.0,5.11
387,8,OO,12892,11109,833,-1.0,451000.0,1509.0,27.4,3668.0,18.64,8.5
388,9,OO,14869,11109,411,-10.0,372400.0,1386.5,29.88,3909.5,15.72,8.5
389,4,OO,12892,14698,156,-31.0,580140.0,2227.5,47.5,4180.0,18.64,5.0
390,3,G4,12892,13264,630,31.0,171600.0,741.5,6.0,627.0,18.64,5.5
391,2,OO,14771,13264,329,-14.0,364000.0,562.0,28.67,1942.0,20.26,5.5
392,3,OO,14771,13891,363,-5.0,420000.0,1874.0,31.0,2596.0,20.26,3.67
393,6,WN,14771,13891,363,-24.0,173600.0,647.0,18.0,642.0,20.26,3.67
394,4,WN,14771,12892,337,-21.0,737800.0,2428.0,27.86,1692.0,20.26,9.07
395,2,WN,14771,12892,337,-23.0,629300.0,2150.0,20.25,2178.5,20.26,9.07
396,2,AA,11298,12892,1235,-7.0,977700.0,2927.0,24.2,5228.0,18.06,9.07
397,5,NK,11298,12892,1235,-15.0,36400.0,157.0,1.0,163.0,18.06,9.07
398,6,UA,12264,12892,2288,-2.0,116345.0,462.0,22.45,320.0,19.57,9.07
399,4,WN,13232,12892,1750,45.0,737800.0,2428.0,27.86,1692.0,10.31,9.07
400,4,WN,14107,12892,370,14.0,737800.0,2428.0,27.86,1692.0,13.36,9.07
401,7,WN,14107,12892,370,-22.0,1128400.0,3585.0,55.54,4874.0,13.36,9.07
402,9,AS,14747,12892,954,27.0,1734000.0,6173.5,38.5,12299.5,16.46,9.07
403,1,AA,14492,12892,2239,-33.0,1652900.0,5487.0,58.22,7776.0,14.25,9.07
404,1,DL,14869,12892,590,-12.0,1636689.0,4818.0,29.8,9688.5,15.72,9.07
405,9,DL,12173,12892,2556,-18.0,1423610.0,4261.0,32.4,3183.0,14.71,9.07
406,4,B6,12478,12892,2475,-28.0,37400.0,140.0,36.2,251.0,25.64,9.07
407,3,NK,13796,12892,337,1.0,910000.0,3666.0,25.0,4076.0,12.83,9.07
408,2,AA,14683,12892,1211,27.0,977700.0,2927.0,24.2,5228.0,14.5,9.07
409,5,OO,14794,12892,349,-1.0,344240.0,1407.5,31.25,2839.5,16.0,9.07
410,9,OO,14771,10800,326,608.0,372400.0,1386.5,29.88,3909.5,20.26,3.33
411,5,AA,11298,10800,1231,7.0,2783300.0,8598.0,73.8,8516.0,18.06,3.33
412,6,WN,14831,10800,296,-13.0,173600.0,647.0,18.0,642.0,12.62,3.33
413,6,WN,14869,10800,574,-5.0,173600.0,647.0,18.0,642.0,15.72,3.33
414,7,AS,14057,10800,817,-4.0,915600.0,3094.5,23.5,4269.0,12.56,3.33
415,1,OO,14771,10713,522,-30.0,625100.0,1913.5,64.5,4502.5,20.26,2.83
416,2,UA,14771,14908,372,0.0,222585.5,578.5,9.42,555.0,20.26,5.0
417,7,DL,14869,14908,588,-13.0,102190.0,257.0,24.18,496.0,15.72,5.0
418,6,WN,12191,14908,1357,5.0,173600.0,647.0,18.0,642.0,8.11,5.0
419,6,WN,13796,14908,371,4.0,173600.0,647.0,18.0,642.0,12.83,5.0
420,5,OO,14771,13851,1384,4.0,344240.0,1407.5,31.25,2839.5,20.26,5.0
421,3,WN,11278,13851,1158,-26.0,325500.0,1160.5,13.42,920.5,23.89,5.0
422,8,UA,14771,10721,2704,-9.0,484224.5,1862.5,13.75,1492.5,20.26,9.67
423,1,YX,12953,10721,184,-28.0,65409.0,205.0,12.67,437.0,27.09,9.67
424,1,DL,10397,10721,946,23.0,1636689.0,4818.0,29.8,9688.5,16.59,9.67
425,1,UA,12264,10721,413,-13.0,582563.0,2315.0,31.15,3046.0,19.57,9.67
426,7,DL,15304,10721,1185,-12.0,102190.0,257.0,24.18,496.0,14.0,9.67
427,2,WN,13198,10721,1256,-25.0,629300.0,2150.0,20.25,2178.5,11.17,9.67
428,4,AA,11278,10721,399,-15.0,2111000.0,5018.0,40.86,7360.0,23.89,9.67
429,5,B6,14122,10721,496,15.0,1577900.0,6300.0,35.0,8727.5,13.75,9.67
430,6,B6,14122,10721,496,-7.0,1701700.0,6195.0,50.0,6589.5,13.75,9.67
431,5,UA,14771,10423,1504,-29.0,65066.0,201.0,13.29,333.0,20.26,5.33
432,9,NK,10397,10423,813,-14.0,72800.0,353.0,7.86,305.0,16.59,5.33
433,6,AA,14100,10423,1430,11.0,809050.0,2745.5,20.5,3775.5,22.22,5.33
434,2,B6,12478,10423,1521,6.0,550200.0,1538.5,21.0,3450.5,25.64,5.33
435,3,UA,11618,10423,1504,-5.0,196866.0,775.0,11.14,946.0,26.0,5.33
436,5,WN,12191,10423,148,-11.0,1764600.0,6204.0,49.57,5697.0,8.11,5.33
437,8,AA,14771,11057,2296,-35.0,1355450.0,4577.0,28.75,8604.5,20.26,12.37
438,2,AA,11298,11057,936,-8.0,977700.0,2927.0,24.2,5228.0,18.06,12.37
439,3,AA,14747,11057,2279,-10.0,1501500.0,4827.0,33.8,4081.0,16.46,12.37
440,3,AA,13230,11057,413,333.0,1501500.0,4827.0,33.8,4081.0,69.0,12.37
441,1,AA,13303,11057,650,1.0,1652900.0,5487.0,58.22,7776.0,25.0,12.37
442,9,AA,11697,11057,632,-14.0,870850.0,2750.0,17.5,3927.5,18.67,12.37
443,5,AA,13204,11057,468,-2.0,2783300.0,8598.0,73.8,8516.0,15.69,12.37
444,2,AA,12266,11057,912,-10.0,977700.0,2927.0,24.2,5228.0,18.5,12.37
445,3,OO,12953,13931,296,-8.0,420000.0,1874.0,31.0,2596.0,27.09,4.86
446,6,DL,12953,11433,502,8.0,1612228.5,5781.5,56.25,5836.0,27.09,9.42
447,6,DL,12953,11433,502,6.0,1612228.5,5781.5,56.25,5836.0,27.09,9.42
448,4,DL,10397,11433,594,-18.0,54780.0,122.5,17.25,209.0,16.59,9.42
449,7,OO,11267,11433,166,-16.0,453680.0,1592.0,26.0,2116.5,11.5,9.42
450,9,DL,12889,11433,1749,-5.0,1423610.0,4261.0,32.4,3183.0,14.32,9.42
451,8,DL,14747,11433,1927,-11.0,1040940.0,3446.0,29.17,4786.5,16.46,9.42
452,3,DL,11996,11433,508,-7.0,1451660.0,3795.0,48.0,3661.0,18.5,9.42
453,6,OO,12992,11433,705,-12.0,354820.0,1289.0,19.29,2656.0,15.67,9.42
454,9,DL,13342,11433,237,-12.0,1423610.0,4261.0,32.4,3183.0,14.29,9.42
455,4,DL,13485,11433,311,-15.0,54780.0,122.5,17.25,209.0,14.86,9.42
456,4,DL,13485,11433,311,-3.0,54780.0,122.5,17.25,209.0,14.86,9.42
457,9,OO,11977,11433,287,-19.0,372400.0,1386.5,29.88,3909.5,10.0,9.42
458,9,OO,11003,11433,430,-14.0,372400.0,1386.5,29.88,3909.5,12.67,9.42
459,6,DL,14057,11433,1953,-21.0,1612228.5,5781.5,56.25,5836.0,12.56,9.42
460,5,NK,13796,11433,2068,38.0,36400.0,157.0,1.0,163.0,12.83,9.42
461,2,YX,14730,11433,306,-8.0,87212.0,250.0,4.0,782.0,18.5,9.42
462,6,OO,10577,11433,378,-10.0,354820.0,1289.0,19.29,2656.0,6.5,9.42
463,1,YX,12953,14730,659,9.0,65409.0,205.0,12.67,437.0,27.09,6.0
464,8,WN,15304,14730,727,4.0,675300.0,2151.0,28.5,2738.5,14.0,6.0
465,3,YX,12953,14492,431,-14.0,21803.0,69.0,12.4,153.0,27.09,4.6
466,7,DL,10397,14492,356,2.0,102190.0,257.0,24.18,496.0,16.59,4.6
467,3,AA,11057,14492,130,-5.0,1501500.0,4827.0,33.8,4081.0,24.32,4.6
468,5,B6,11697,14492,680,-19.0,1577900.0,6300.0,35.0,8727.5,18.67,4.6
469,2,DL,13204,14492,534,-10.0,196360.0,683.0,17.43,899.0,15.69,4.6
470,5,DL,13487,14492,980,-18.0,2259386.0,6285.0,65.0,9911.0,17.79,4.6
471,2,G4,14843,14492,1433,18.0,372000.0,1687.0,10.0,1428.0,16.67,4.6
472,7,YX,12953,12323,500,-28.0,21803.0,69.0,1.0,88.0,27.09,5.4
473,7,OO,11298,15412,771,-17.0,453680.0,1592.0,26.0,2116.5,18.06,21.33
474,1,AA,11298,13796,1457,-18.0,1652900.0,5487.0,58.22,7776.0,18.06,5.0
475,1,AA,11298,11066,926,13.0,1652900.0,5487.0,58.22,7776.0,18.06,6.17
476,6,WN,15304,11066,829,-19.0,173600.0,647.0,18.0,642.0,14.0,6.17
477,1,YX,13303,11066,990,-16.0,65409.0,205.0,12.67,437.0,25.0,6.17
478,3,YX,11057,11066,347,-15.0,21803.0,69.0,12.4,153.0,24.32,6.17
479,7,AA,11298,11996,862,-25.0,1332600.0,4859.0,48.64,4470.0,18.06,4.0
480,5,AA,11298,13256,469,11.0,2783300.0,8598.0,73.8,8516.0,18.06,4.0
481,9,AA,11298,11278,1192,-10.0,870850.0,2750.0,17.5,3927.5,18.06,5.8
482,6,WN,10693,11278,562,-7.0,173600.0,647.0,18.0,642.0,15.8,5.8
483,4,B6,10994,11278,444,6.0,37400.0,140.0,36.2,251.0,12.14,5.8
484,3,B6,10721,11278,399,14.0,427800.0,1409.5,16.0,2121.0,22.71,5.8
485,9,UA,12266,11278,1208,-22.0,362407.0,1075.5,13.38,2060.5,18.5,5.8
486,8,AA,11298,10140,569,-2.0,1355450.0,4577.0,28.75,8604.5,18.06,6.0
487,2,WN,10423,10140,619,-13.0,629300.0,2150.0,20.25,2178.5,14.78,6.0
488,7,OO,10397,12007,241,-11.0,453680.0,1592.0,26.0,2116.5,16.59,5.0
489,9,WN,10397,11259,721,-6.0,1715400.0,5348.5,47.38,5222.0,16.59,5.38
490,5,DL,10397,11259,721,-9.0,2259386.0,6285.0,65.0,9911.0,16.59,5.38
491,4,DL,10397,11259,721,45.0,54780.0,122.5,17.25,209.0,16.59,5.38
492,8,WN,10693,11259,623,4.0,675300.0,2151.0,28.5,2738.5,15.8,5.38
493,1,WN,12992,11259,296,-5.0,217000.0,595.0,9.9,683.0,15.67,5.38
494,8,WN,11278,11259,1184,-7.0,675300.0,2151.0,28.5,2738.5,23.89,5.38
495,9,DL,10397,14524,481,1.0,1423610.0,4261.0,32.4,3183.0,16.59,8.0
496,1,OO,10397,13277,147,21.0,625100.0,1913.5,64.5,4502.5,16.59,2.67
497,2,DL,10397,10994,259,-12.0,196360.0,683.0,17.43,899.0,16.59,8.0
498,4,WN,10821,10994,472,-11.0,737800.0,2428.0,27.86,1692.0,12.58,8.0
499,8,DL,10397,14193,271,4.0,1040940.0,3446.0,29.17,4786.5,16.59,3.0
500,8,DL,10397,14576,749,10.0,1040940.0,3446.0,29.17,4786.5,16.59,8.5
501,7,DL,10397,14986,444,-3.0,102190.0,257.0,24.18,496.0,16.59,4.0
502,4,DL,10397,10980,106,-3.0,54780.0,122.5,17.25,209.0,16.59,7.33
503,4,DL,10397,11252,366,1.0,54780.0,122.5,17.25,209.0,16.59,9.0
504,7,OO,13076,13487,119,7.0,453680.0,1592.0,26.0,2116.5,38.0,5.74
505,6,WN,13232,13487,349,-4.0,173600.0,647.0,18.0,642.0,10.31,5.74
506,8,WN,10821,13487,936,19.0,675300.0,2151.0,28.5,2738.5,12.58,5.74
507,8,DL,10721,13487,1124,-24.0,1040940.0,3446.0,29.17,4786.5,22.71,5.74
508,4,DL,13198,13487,393,-15.0,54780.0,122.5,17.25,209.0,11.17,5.74
509,4,DL,13204,13487,1310,2.0,54780.0,122.5,17.25,209.0,15.69,5.74
510,9,DL,13485,13487,228,-21.0,1423610.0,4261.0,32.4,3183.0,14.86,5.74
511,2,OO,13485,13487,228,78.0,364000.0,562.0,28.67,1942.0,14.86,5.74
512,1,YX,11618,13487,1008,9.0,65409.0,205.0,12.67,437.0,26.0,5.74
513,8,DL,14057,13487,1426,-8.0,1040940.0,3446.0,29.17,4786.5,12.56,5.74
514,6,DL,12339,13487,503,65.0,1612228.5,5781.5,56.25,5836.0,26.0,5.74
515,1,DL,10849,13487,874,-25.0,1636689.0,4818.0,29.8,9688.5,14.33,5.74
516,5,OO,12264,14802,91,3.0,344240.0,1407.5,31.25,2839.5,19.57,3.0
517,1,WN,15304,12391,1034,-10.0,217000.0,595.0,9.9,683.0,14.0,5.0
518,8,B6,12889,12478,2248,-6.0,1629600.0,7093.0,52.5,8647.0,14.32,12.42
519,8,AS,14747,12478,2422,-23.0,471600.0,1441.0,89.83,1847.0,16.46,12.42
520,7,AA,13303,12478,1089,-13.0,1332600.0,4859.0,48.64,4470.0,25.0,12.42
521,3,B6,14635,12478,1074,-1.0,427800.0,1409.5,16.0,2121.0,13.88,12.42
522,2,B6,12889,12954,231,9.0,550200.0,1538.5,21.0,3450.5,14.32,4.5
523,7,B6,14831,12954,324,0.0,681200.0,1649.0,28.0,2672.0,12.62,4.5
524,9,OO,14869,12954,588,-24.0,372400.0,1386.5,29.88,3909.5,15.72,4.5
525,8,WN,14107,11884,1020,44.0,675300.0,2151.0,28.5,2738.5,13.36,3.67
526,1,WN,14831,11884,742,-12.0,217000.0,595.0,9.9,683.0,12.62,3.67
527,7,WN,14107,14122,1814,0.0,1128400.0,3585.0,55.54,4874.0,13.36,12.0
528,4,DL,14107,11193,1569,-8.0,54780.0,122.5,17.25,209.0,13.36,6.0
529,4,DL,13487,11193,596,11.0,54780.0,122.5,17.25,209.0,17.79,6.0
530,9,YX,11618,11193,569,-15.0,992036.5,1737.5,45.5,3179.0,26.0,6.0
531,8,AA,14107,12758,2860,-7.0,1355450.0,4577.0,28.75,8604.5,13.36,4.0
532,8,WN,10821,10599,682,-6.0,675300.0,2151.0,28.5,2738.5,12.58,3.0
533,3,WN,10821,14307,327,-9.0,325500.0,1160.5,13.42,920.5,12.58,4.5
534,3,WN,10821,14307,327,-19.0,325500.0,1160.5,13.42,920.5,12.58,4.5
535,9,AS,14747,10299,1448,11.0,1734000.0,6173.5,38.5,12299.5,16.46,4.0
536,9,YX,14100,12244,157,-8.0,992036.5,1737.5,45.5,3179.0,22.22,4.0
537,8,AA,14100,14843,1576,11.0,1355450.0,4577.0,28.75,8604.5,22.22,5.6
538,4,F9,14100,14843,1576,6.0,108000.0,469.0,7.43,477.0,22.22,5.6
539,3,AA,13303,14843,1045,-7.0,1501500.0,4827.0,33.8,4081.0,25.0,5.6
540,6,AA,11057,13577,157,-6.0,809050.0,2745.5,20.5,3775.5,24.32,6.5
541,6,NK,10721,13577,738,-8.0,291200.0,1238.0,12.5,1926.0,22.71,6.5
542,5,NK,14025,13577,811,112.0,36400.0,157.0,1.0,163.0,17.0,6.5
543,7,B6,10721,10792,395,157.0,681200.0,1649.0,28.0,2672.0,22.71,3.5
544,2,WN,13204,10792,1011,-19.0,629300.0,2150.0,20.25,2178.5,15.69,3.5
545,4,B6,12478,10792,301,-30.0,37400.0,140.0,36.2,251.0,25.64,3.5
546,6,NK,11697,10158,977,-8.0,291200.0,1238.0,12.5,1926.0,18.67,3.67
547,8,NK,14635,10158,982,-18.0,1817500.0,7353.0,45.5,8359.0,13.88,3.67
548,2,OO,14869,13127,461,-23.0,364000.0,562.0,28.67,1942.0,15.72,3.0
549,5,DL,14869,12441,205,-3.0,2259386.0,6285.0,65.0,9911.0,15.72,4.5
550,1,DL,14869,12441,205,-17.0,1636689.0,4818.0,29.8,9688.5,15.72,4.5
551,1,WN,11259,11540,562,-10.0,217000.0,595.0,9.9,683.0,21.0,2.0
552,2,G4,11986,10466,1561,7.0,372000.0,1687.0,10.0,1428.0,25.67,6.0
553,2,G4,11986,14112,1044,13.0,372000.0,1687.0,10.0,1428.0,25.67,7.0
554,2,OO,13487,14457,489,-26.0,364000.0,562.0,28.67,1942.0,17.79,4.0
555,9,OO,13487,13076,119,-6.0,372400.0,1386.5,29.88,3909.5,17.79,2.0
556,1,OO,13487,13433,449,85.0,625100.0,1913.5,64.5,4502.5,17.79,5.33
557,1,OO,13487,13433,449,7.0,625100.0,1913.5,64.5,4502.5,17.79,5.33
558,2,YX,11278,11624,1023,-6.0,87212.0,250.0,4.0,782.0,23.89,12.0
559,8,UA,11618,10732,1585,-4.0,484224.5,1862.5,13.75,1492.5,26.0,7.5
560,8,B6,14843,15024,68,-13.0,1629600.0,7093.0,52.5,8647.0,16.67,4.0
561,7,G4,14512,14082,1127,-8.0,180000.0,778.0,5.0,774.0,12.0,4.0
562,7,G4,10466,13244,1245,11.0,180000.0,778.0,5.0,774.0,18.5,12.5
563,4,G4,10466,11980,905,0.0,31200.0,115.0,1.0,114.0,18.5,5.0
